"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000100610","Gm29031","predicted gene 29031 [Source:MGI Symbol;Acc:MGI:5579737]"
"ENSMUSG00000099408","Gm28311","predicted gene 28311 [Source:MGI Symbol;Acc:MGI:5579017]"
"ENSMUSG00000101197","Gm29032","predicted gene 29032 [Source:MGI Symbol;Acc:MGI:5579738]"
"ENSMUSG00000101207","Gm28310","predicted gene 28310 [Source:MGI Symbol;Acc:MGI:5579016]"
"ENSMUSG00000102016","Gm29606","predicted gene 29606 [Source:MGI Symbol;Acc:MGI:5580312]"
"ENSMUSG00000100051","Gm28568","predicted gene 28568 [Source:MGI Symbol;Acc:MGI:5579274]"
"ENSMUSG00000101733","Gm29189","predicted gene 29189 [Source:MGI Symbol;Acc:MGI:5579895]"
"ENSMUSG00000099977","Gm29286","predicted gene 29286 [Source:MGI Symbol;Acc:MGI:5579992]"
"ENSMUSG00000099415","Gm29285","predicted gene 29285 [Source:MGI Symbol;Acc:MGI:5579991]"
"ENSMUSG00000100953","Gm28280","predicted gene 28280 [Source:MGI Symbol;Acc:MGI:5578986]"
"ENSMUSG00000099734","Gm28159","predicted gene 28159 [Source:MGI Symbol;Acc:MGI:5578865]"
"ENSMUSG00000100693","Gm28278","predicted gene 28278 [Source:MGI Symbol;Acc:MGI:5578984]"
"ENSMUSG00000100723","Gm28160","predicted gene 28160 [Source:MGI Symbol;Acc:MGI:5578866]"
"ENSMUSG00000101981","Gm28157","predicted gene 28157 [Source:MGI Symbol;Acc:MGI:5578863]"
"ENSMUSG00000099805","Gm28161","predicted gene 28161 [Source:MGI Symbol;Acc:MGI:5578867]"
"ENSMUSG00000101070","Gm28695","predicted gene 28695 [Source:MGI Symbol;Acc:MGI:5579401]"
"ENSMUSG00000100286","Gm28696","predicted gene 28696 [Source:MGI Symbol;Acc:MGI:5579402]"
"ENSMUSG00000102081","Gm28886","predicted gene 28886 [Source:MGI Symbol;Acc:MGI:5579592]"
"ENSMUSG00000099679","Gm28899","predicted gene 28899 [Source:MGI Symbol;Acc:MGI:5579605]"
"ENSMUSG00000102031","Gm29426","predicted gene 29426 [Source:MGI Symbol;Acc:MGI:5580132]"
"ENSMUSG00000100408","Gm28885","predicted gene 28885 [Source:MGI Symbol;Acc:MGI:5579591]"
"ENSMUSG00000102116","Gm28887","predicted gene 28887 [Source:MGI Symbol;Acc:MGI:5579593]"
"ENSMUSG00000101637","Gm28896","predicted gene 28896 [Source:MGI Symbol;Acc:MGI:5579602]"
"ENSMUSG00000101649","Gm29444","predicted gene 29444 [Source:MGI Symbol;Acc:MGI:5580150]"
"ENSMUSG00000095353","Gm21783","predicted gene, 21783 [Source:MGI Symbol;Acc:MGI:5433947]"
"ENSMUSG00000100469","Gm28895","predicted gene 28895 [Source:MGI Symbol;Acc:MGI:5579601]"
"ENSMUSG00000100821","Gm28894","predicted gene 28894 [Source:MGI Symbol;Acc:MGI:5579600]"
"ENSMUSG00000101058","Gm21829","predicted gene, 21829 [Source:MGI Symbol;Acc:MGI:5433993]"
"ENSMUSG00000099790","Gm28457","predicted gene 28457 [Source:MGI Symbol;Acc:MGI:5579163]"
"ENSMUSG00000100187","Gm29324","predicted gene 29324 [Source:MGI Symbol;Acc:MGI:5580030]"
"ENSMUSG00000101962","Gm28741","predicted gene 28741 [Source:MGI Symbol;Acc:MGI:5579447]"
"ENSMUSG00000100598","Gm28742","predicted gene 28742 [Source:MGI Symbol;Acc:MGI:5579448]"
"ENSMUSG00000100011","Gm28458","predicted gene 28458 [Source:MGI Symbol;Acc:MGI:5579164]"
"ENSMUSG00000100879","Gm28743","predicted gene 28743 [Source:MGI Symbol;Acc:MGI:5579449]"
"ENSMUSG00000101675","Gm28461","predicted gene 28461 [Source:MGI Symbol;Acc:MGI:5579167]"
"ENSMUSG00000099480","Gm28124","predicted gene 28124 [Source:MGI Symbol;Acc:MGI:5578830]"
"ENSMUSG00000100499","Gm28460","predicted gene 28460 [Source:MGI Symbol;Acc:MGI:5579166]"
"ENSMUSG00000100298","Gm28126","predicted gene 28126 [Source:MGI Symbol;Acc:MGI:5578832]"
"ENSMUSG00000100256","Gm28851","predicted gene 28851 [Source:MGI Symbol;Acc:MGI:5579557]"
"ENSMUSG00000101201","Gm28125","predicted gene 28125 [Source:MGI Symbol;Acc:MGI:5578831]"
"ENSMUSG00000101003","Gm28456","predicted gene 28456 [Source:MGI Symbol;Acc:MGI:5579162]"
"ENSMUSG00000100628","Gm29648","predicted gene 29648 [Source:MGI Symbol;Acc:MGI:5580354]"
"ENSMUSG00000100268","Gm29468","predicted gene 29468 [Source:MGI Symbol;Acc:MGI:5580174]"
"ENSMUSG00000100003","Gm29646","predicted gene 29646 [Source:MGI Symbol;Acc:MGI:5580352]"
"ENSMUSG00000101343","Gm29469","predicted gene 29469 [Source:MGI Symbol;Acc:MGI:5580175]"
"ENSMUSG00000101907","Gm29472","predicted gene 29472 [Source:MGI Symbol;Acc:MGI:5580178]"
"ENSMUSG00000099462","Gm28549","predicted gene 28549 [Source:MGI Symbol;Acc:MGI:5579255]"
"ENSMUSG00000100035","Gm29473","predicted gene 29473 [Source:MGI Symbol;Acc:MGI:5580179]"
"ENSMUSG00000101434","Gm29211","predicted gene 29211 [Source:MGI Symbol;Acc:MGI:5579917]"
"ENSMUSG00000100061","Gm29212","predicted gene 29212 [Source:MGI Symbol;Acc:MGI:5579918]"
"ENSMUSG00000100861","Gm29382","predicted gene 29382 [Source:MGI Symbol;Acc:MGI:5580088]"
"ENSMUSG00000100317","Gm28224","predicted gene 28224 [Source:MGI Symbol;Acc:MGI:5578930]"
"ENSMUSG00000101138","Gm29210","predicted gene 29210 [Source:MGI Symbol;Acc:MGI:5579916]"
"ENSMUSG00000101329","Gm28226","predicted gene 28226 [Source:MGI Symbol;Acc:MGI:5578932]"
"ENSMUSG00000100871","Gm29213","predicted gene 29213 [Source:MGI Symbol;Acc:MGI:5579919]"
"ENSMUSG00000100532","Gm28225","predicted gene 28225 [Source:MGI Symbol;Acc:MGI:5578931]"
"ENSMUSG00000100716","Gm28550","predicted gene 28550 [Source:MGI Symbol;Acc:MGI:5579256]"
"ENSMUSG00000100325","Gm28604","predicted gene 28604 [Source:MGI Symbol;Acc:MGI:5579310]"
"ENSMUSG00000101772","Gm28829","predicted gene 28829 [Source:MGI Symbol;Acc:MGI:5579535]"
"ENSMUSG00000099667","Gm21901","predicted gene, 21901 [Source:MGI Symbol;Acc:MGI:5434065]"
"ENSMUSG00000099789","Gm28565","predicted gene 28565 [Source:MGI Symbol;Acc:MGI:5579271]"
"ENSMUSG00000099593","Gm28566","predicted gene 28566 [Source:MGI Symbol;Acc:MGI:5579272]"
"ENSMUSG00000101109","Gm28697","predicted gene 28697 [Source:MGI Symbol;Acc:MGI:5579403]"
"ENSMUSG00000101582","Gm28828","predicted gene 28828 [Source:MGI Symbol;Acc:MGI:5579534]"
"ENSMUSG00000101541","Gm28554","predicted gene 28554 [Source:MGI Symbol;Acc:MGI:5579260]"
"ENSMUSG00000101273","Gm28831","predicted gene 28831 [Source:MGI Symbol;Acc:MGI:5579537]"
"ENSMUSG00000101508","Gm28832","predicted gene 28832 [Source:MGI Symbol;Acc:MGI:5579538]"
"ENSMUSG00000101884","Gm28658","predicted gene 28658 [Source:MGI Symbol;Acc:MGI:5579364]"
"ENSMUSG00000100906","Gm29238","predicted gene 29238 [Source:MGI Symbol;Acc:MGI:5579944]"
"ENSMUSG00000100852","Gm29056","predicted gene 29056 [Source:MGI Symbol;Acc:MGI:5579762]"
"ENSMUSG00000100092","Gm21088","predicted gene, 21088 [Source:MGI Symbol;Acc:MGI:5434443]"
"ENSMUSG00000100284","Gm29239","predicted gene 29239 [Source:MGI Symbol;Acc:MGI:5579945]"
"ENSMUSG00000099532","Gm29098","predicted gene 29098 [Source:MGI Symbol;Acc:MGI:5579804]"
"ENSMUSG00002075613","Gm54343","predicted gene, 54343 [Source:MGI Symbol;Acc:MGI:6845166]"
"ENSMUSG00000102054","Gm29373","predicted gene 29373 [Source:MGI Symbol;Acc:MGI:5580079]"
"ENSMUSG00002076259","Gm54344","predicted gene, 54344 [Source:MGI Symbol;Acc:MGI:6845168]"
"ENSMUSG00000101131","Gm29370","predicted gene 29370 [Source:MGI Symbol;Acc:MGI:5580076]"
"ENSMUSG00000099339","Gm21751","predicted gene, 21751 [Source:MGI Symbol;Acc:MGI:5433915]"
"ENSMUSG00000100740","Gm29476","predicted gene 29476 [Source:MGI Symbol;Acc:MGI:5580182]"
"ENSMUSG00000099674","Gm29166","predicted gene 29166 [Source:MGI Symbol;Acc:MGI:5579872]"
"ENSMUSG00000100718","Gm21717","predicted gene, 21717 [Source:MGI Symbol;Acc:MGI:5433881]"
"ENSMUSG00000101069","Gm28194","predicted gene 28194 [Source:MGI Symbol;Acc:MGI:5578900]"
"ENSMUSG00000100023","Gm28753","predicted gene 28753 [Source:MGI Symbol;Acc:MGI:5579459]"
"ENSMUSG00000100531","Gm28475","predicted gene 28475 [Source:MGI Symbol;Acc:MGI:5579181]"
"ENSMUSG00000099483","Gm28476","predicted gene 28476 [Source:MGI Symbol;Acc:MGI:5579182]"
"ENSMUSG00000100646","Gm28193","predicted gene 28193 [Source:MGI Symbol;Acc:MGI:5578899]"
"ENSMUSG00000099409","Gm28751","predicted gene 28751 [Source:MGI Symbol;Acc:MGI:5579457]"
"ENSMUSG00000099522","Gm28752","predicted gene 28752 [Source:MGI Symbol;Acc:MGI:5579458]"
"ENSMUSG00000100938","Gm28726","predicted gene 28726 [Source:MGI Symbol;Acc:MGI:5579432]"
"ENSMUSG00000101950","Gm29267","predicted gene 29267 [Source:MGI Symbol;Acc:MGI:5579973]"
"ENSMUSG00000099441","Gm29268","predicted gene 29268 [Source:MGI Symbol;Acc:MGI:5579974]"
"ENSMUSG00000100411","Gm29269","predicted gene 29269 [Source:MGI Symbol;Acc:MGI:5579975]"
"ENSMUSG00000100449","Gm28757","predicted gene 28757 [Source:MGI Symbol;Acc:MGI:5579463]"
"ENSMUSG00000100970","Gm29270","predicted gene 29270 [Source:MGI Symbol;Acc:MGI:5579976]"
"ENSMUSG00000099642","Gm28348","predicted gene 28348 [Source:MGI Symbol;Acc:MGI:5579054]"
"ENSMUSG00000101354","Gm28973","predicted gene 28973 [Source:MGI Symbol;Acc:MGI:5579679]"
"ENSMUSG00000101204","Gm29271","predicted gene 29271 [Source:MGI Symbol;Acc:MGI:5579977]"
"ENSMUSG00000101835","Gm21734","predicted gene, 21734 [Source:MGI Symbol;Acc:MGI:5433898]"
"ENSMUSG00000102127","Gm28972","predicted gene 28972 [Source:MGI Symbol;Acc:MGI:5579678]"
"ENSMUSG00000099362","Gm28970","predicted gene 28970 [Source:MGI Symbol;Acc:MGI:5579676]"
"ENSMUSG00000099921","Gm28971","predicted gene 28971 [Source:MGI Symbol;Acc:MGI:5579677]"
"ENSMUSG00002076147","Gm54345","predicted gene, 54345 [Source:MGI Symbol;Acc:MGI:6845170]"
"ENSMUSG00000095650","Gm20854","predicted gene, 20854 [Source:MGI Symbol;Acc:MGI:5434210]"
"ENSMUSG00000099477","Gm28349","predicted gene 28349 [Source:MGI Symbol;Acc:MGI:5579055]"
"ENSMUSG00000102092","Gm21892","predicted gene, 21892 [Source:MGI Symbol;Acc:MGI:5434056]"
"ENSMUSG00000101989","Gm28346","predicted gene 28346 [Source:MGI Symbol;Acc:MGI:5579052]"
"ENSMUSG00000100288","Gm28345","predicted gene 28345 [Source:MGI Symbol;Acc:MGI:5579051]"
"ENSMUSG00000099341","Gm29090","predicted gene 29090 [Source:MGI Symbol;Acc:MGI:5579796]"
"ENSMUSG00000101282","Gm28152","predicted gene 28152 [Source:MGI Symbol;Acc:MGI:5578858]"
"ENSMUSG00002075299","Gm54346","predicted gene, 54346 [Source:MGI Symbol;Acc:MGI:6845172]"
"ENSMUSG00000101346","Gm29505","predicted gene 29505 [Source:MGI Symbol;Acc:MGI:5580211]"
"ENSMUSG00000102061","Gm28823","predicted gene 28823 [Source:MGI Symbol;Acc:MGI:5579529]"
"ENSMUSG00000100541","Gm28871","predicted gene 28871 [Source:MGI Symbol;Acc:MGI:5579577]"
"ENSMUSG00000101961","Gm28220","predicted gene 28220 [Source:MGI Symbol;Acc:MGI:5578926]"
"ENSMUSG00000099367","Gm29512","predicted gene 29512 [Source:MGI Symbol;Acc:MGI:5580218]"
"ENSMUSG00000099666","Gm29511","predicted gene 29511 [Source:MGI Symbol;Acc:MGI:5580217]"
"ENSMUSG00000100240","Gm20820","predicted gene, 20820 [Source:MGI Symbol;Acc:MGI:5434176]"
"ENSMUSG00000101347","Gm28219","predicted gene 28219 [Source:MGI Symbol;Acc:MGI:5578925]"
"ENSMUSG00000099824","Gm28218","predicted gene 28218 [Source:MGI Symbol;Acc:MGI:5578924]"
"ENSMUSG00000101263","Gm29121","predicted gene 29121 [Source:MGI Symbol;Acc:MGI:5579827]"
"ENSMUSG00002076549","Gm54347","predicted gene, 54347 [Source:MGI Symbol;Acc:MGI:6845174]"
"ENSMUSG00000099986","Gm29120","predicted gene 29120 [Source:MGI Symbol;Acc:MGI:5579826]"
"ENSMUSG00000100118","Gm29117","predicted gene 29117 [Source:MGI Symbol;Acc:MGI:5579823]"
"ENSMUSG00000100854","Gm28057","predicted gene 28057 [Source:MGI Symbol;Acc:MGI:5578763]"
"ENSMUSG00000101092","Gm21796","predicted gene, 21796 [Source:MGI Symbol;Acc:MGI:5433960]"
"ENSMUSG00000100817","Gm29302","predicted gene 29302 [Source:MGI Symbol;Acc:MGI:5580008]"
"ENSMUSG00000102122","Gm20883","predicted gene, 20883 [Source:MGI Symbol;Acc:MGI:5434239]"
"ENSMUSG00000099513","Gm29119","predicted gene 29119 [Source:MGI Symbol;Acc:MGI:5579825]"
"ENSMUSG00000101552","Gm29118","predicted gene 29118 [Source:MGI Symbol;Acc:MGI:5579824]"
"ENSMUSG00000102110","Gm28440","predicted gene 28440 [Source:MGI Symbol;Acc:MGI:5579146]"
"ENSMUSG00000100973","Gm29299","predicted gene 29299 [Source:MGI Symbol;Acc:MGI:5580005]"
"ENSMUSG00000100388","Gm29116","predicted gene 29116 [Source:MGI Symbol;Acc:MGI:5579822]"
"ENSMUSG00000099588","Gm29298","predicted gene 29298 [Source:MGI Symbol;Acc:MGI:5580004]"
"ENSMUSG00000100028","Gm29092","predicted gene 29092 [Source:MGI Symbol;Acc:MGI:5579798]"
"ENSMUSG00000100350","Gm29091","predicted gene 29091 [Source:MGI Symbol;Acc:MGI:5579797]"
"ENSMUSG00000099867","Gm29320","predicted gene 29320 [Source:MGI Symbol;Acc:MGI:5580026]"
"ENSMUSG00000100887","Gm29297","predicted gene 29297 [Source:MGI Symbol;Acc:MGI:5580003]"
"ENSMUSG00000100773","Gm28366","predicted gene 28366 [Source:MGI Symbol;Acc:MGI:5579072]"
"ENSMUSG00000100365","Gm29319","predicted gene 29319 [Source:MGI Symbol;Acc:MGI:5580025]"
"ENSMUSG00000099985","Gm28317","predicted gene 28317 [Source:MGI Symbol;Acc:MGI:5579023]"
"ENSMUSG00000099916","Gm28318","predicted gene 28318 [Source:MGI Symbol;Acc:MGI:5579024]"
"ENSMUSG00000099613","Gm28313","predicted gene 28313 [Source:MGI Symbol;Acc:MGI:5579019]"
"ENSMUSG00000101557","Gm28314","predicted gene 28314 [Source:MGI Symbol;Acc:MGI:5579020]"
"ENSMUSG00000101222","Gm28315","predicted gene 28315 [Source:MGI Symbol;Acc:MGI:5579021]"
"ENSMUSG00000101902","Gm29115","predicted gene 29115 [Source:MGI Symbol;Acc:MGI:5579821]"
"ENSMUSG00000100787","Gm28316","predicted gene 28316 [Source:MGI Symbol;Acc:MGI:5579022]"
"ENSMUSG00000101002","Gm28944","predicted gene 28944 [Source:MGI Symbol;Acc:MGI:5579650]"
"ENSMUSG00000099856","Gm20906","predicted gene, 20906 [Source:MGI Symbol;Acc:MGI:5434262]"
"ENSMUSG00000101019","Gm28943","predicted gene 28943 [Source:MGI Symbol;Acc:MGI:5579649]"
"ENSMUSG00000101241","Gm29111","predicted gene 29111 [Source:MGI Symbol;Acc:MGI:5579817]"
"ENSMUSG00000101684","Gm28946","predicted gene 28946 [Source:MGI Symbol;Acc:MGI:5579652]"
"ENSMUSG00000100695","Gm28110","predicted gene 28110 [Source:MGI Symbol;Acc:MGI:5578816]"
"ENSMUSG00000100820","Gm28945","predicted gene 28945 [Source:MGI Symbol;Acc:MGI:5579651]"
"ENSMUSG00000101866","Gm28109","predicted gene 28109 [Source:MGI Symbol;Acc:MGI:5578815]"
"ENSMUSG00000101931","Gm28108","predicted gene 28108 [Source:MGI Symbol;Acc:MGI:5578814]"
"ENSMUSG00000101646","Gm28106","predicted gene 28106 [Source:MGI Symbol;Acc:MGI:5578812]"
"ENSMUSG00000100947","Gm28949","predicted gene 28949 [Source:MGI Symbol;Acc:MGI:5579655]"
"ENSMUSG00000100461","Gm28948","predicted gene 28948 [Source:MGI Symbol;Acc:MGI:5579654]"
"ENSMUSG00000100746","Gm28716","predicted gene 28716 [Source:MGI Symbol;Acc:MGI:5579422]"
"ENSMUSG00000099675","Gm28717","predicted gene 28717 [Source:MGI Symbol;Acc:MGI:5579423]"
"ENSMUSG00000101770","Gm28718","predicted gene 28718 [Source:MGI Symbol;Acc:MGI:5579424]"
"ENSMUSG00000100248","Gm28950","predicted gene 28950 [Source:MGI Symbol;Acc:MGI:5579656]"
"ENSMUSG00000099643","Gm29162","predicted gene 29162 [Source:MGI Symbol;Acc:MGI:5579868]"
"ENSMUSG00000100996","Gm29169","predicted gene 29169 [Source:MGI Symbol;Acc:MGI:5579875]"
"ENSMUSG00000099777","Gm21777","predicted gene, 21777 [Source:MGI Symbol;Acc:MGI:5433941]"
"ENSMUSG00000100930","Gm28866","predicted gene 28866 [Source:MGI Symbol;Acc:MGI:5579572]"
"ENSMUSG00000099559","Gm29063","predicted gene 29063 [Source:MGI Symbol;Acc:MGI:5579769]"
"ENSMUSG00000099637","Gm28737","predicted gene 28737 [Source:MGI Symbol;Acc:MGI:5579443]"
"ENSMUSG00000100440","Gm28405","predicted gene 28405 [Source:MGI Symbol;Acc:MGI:5579111]"
"ENSMUSG00000099565","Gm28738","predicted gene 28738 [Source:MGI Symbol;Acc:MGI:5579444]"
"ENSMUSG00000099649","Gm28406","predicted gene 28406 [Source:MGI Symbol;Acc:MGI:5579112]"
"ENSMUSG00000100391","Gm28978","predicted gene 28978 [Source:MGI Symbol;Acc:MGI:5579684]"
"ENSMUSG00000101984","Gm29436","predicted gene 29436 [Source:MGI Symbol;Acc:MGI:5580142]"
"ENSMUSG00000099494","Gm28197","predicted gene 28197 [Source:MGI Symbol;Acc:MGI:5578903]"
"ENSMUSG00000100637","Gm20819","predicted gene, 20819 [Source:MGI Symbol;Acc:MGI:5434175]"
"ENSMUSG00000101850","Gm29437","predicted gene 29437 [Source:MGI Symbol;Acc:MGI:5580143]"
"ENSMUSG00000099745","Gm28736","predicted gene 28736 [Source:MGI Symbol;Acc:MGI:5579442]"
"ENSMUSG00000099436","Gm28977","predicted gene 28977 [Source:MGI Symbol;Acc:MGI:5579683]"
"ENSMUSG00000101883","Gm21840","predicted gene, 21840 [Source:MGI Symbol;Acc:MGI:5434004]"
"ENSMUSG00000100067","Gm28407","predicted gene 28407 [Source:MGI Symbol;Acc:MGI:5579113]"
"ENSMUSG00000102022","Gm28735","predicted gene 28735 [Source:MGI Symbol;Acc:MGI:5579441]"
"ENSMUSG00000101497","Gm29391","predicted gene 29391 [Source:MGI Symbol;Acc:MGI:5580097]"
"ENSMUSG00000101694","Gm29392","predicted gene 29392 [Source:MGI Symbol;Acc:MGI:5580098]"
"ENSMUSG00000100492","Gm28672","predicted gene 28672 [Source:MGI Symbol;Acc:MGI:5579378]"
"ENSMUSG00000099725","Gm28734","predicted gene 28734 [Source:MGI Symbol;Acc:MGI:5579440]"
"ENSMUSG00000100853","Gm28232","predicted gene 28232 [Source:MGI Symbol;Acc:MGI:5578938]"
"ENSMUSG00000099982","Gm28670","predicted gene 28670 [Source:MGI Symbol;Acc:MGI:5579376]"
"ENSMUSG00000099506","Gm28732","predicted gene 28732 [Source:MGI Symbol;Acc:MGI:5579438]"
"ENSMUSG00000101402","Gm28673","predicted gene 28673 [Source:MGI Symbol;Acc:MGI:5579379]"
"ENSMUSG00000100584","Gm28733","predicted gene 28733 [Source:MGI Symbol;Acc:MGI:5579439]"
"ENSMUSG00000100574","Gm28674","predicted gene 28674 [Source:MGI Symbol;Acc:MGI:5579380]"
"ENSMUSG00000101570","Gm28233","predicted gene 28233 [Source:MGI Symbol;Acc:MGI:5578939]"
"ENSMUSG00000101885","Gm28235","predicted gene 28235 [Source:MGI Symbol;Acc:MGI:5578941]"
"ENSMUSG00000100095","Gm28234","predicted gene 28234 [Source:MGI Symbol;Acc:MGI:5578940]"
"ENSMUSG00000102011","Gm28930","predicted gene 28930 [Source:MGI Symbol;Acc:MGI:5579636]"
"ENSMUSG00000099654","Gm28236","predicted gene 28236 [Source:MGI Symbol;Acc:MGI:5578942]"
"ENSMUSG00000100533","Gm29504","predicted gene 29504 [Source:MGI Symbol;Acc:MGI:5580210]"
"ENSMUSG00000094729","Gm20747","predicted gene, 20747 [Source:MGI Symbol;Acc:MGI:5434103]"
"ENSMUSG00000100332","Gm29250","predicted gene 29250 [Source:MGI Symbol;Acc:MGI:5579956]"
"ENSMUSG00000100678","Gm29251","predicted gene 29251 [Source:MGI Symbol;Acc:MGI:5579957]"
"ENSMUSG00000101547","Gm29252","predicted gene 29252 [Source:MGI Symbol;Acc:MGI:5579958]"
"ENSMUSG00000100401","Gm29248","predicted gene 29248 [Source:MGI Symbol;Acc:MGI:5579954]"
"ENSMUSG00000101367","Gm29484","predicted gene 29484 [Source:MGI Symbol;Acc:MGI:5580190]"
"ENSMUSG00000100778","Gm28908","predicted gene 28908 [Source:MGI Symbol;Acc:MGI:5579614]"
"ENSMUSG00000100835","Gm28907","predicted gene 28907 [Source:MGI Symbol;Acc:MGI:5579613]"
"ENSMUSG00000100045","Gm20929","predicted gene, 20929 [Source:MGI Symbol;Acc:MGI:5434285]"
"ENSMUSG00000101018","Gm28910","predicted gene 28910 [Source:MGI Symbol;Acc:MGI:5579616]"
"ENSMUSG00000101178","Gm28909","predicted gene 28909 [Source:MGI Symbol;Acc:MGI:5579615]"
"ENSMUSG00000101566","Gm28276","predicted gene 28276 [Source:MGI Symbol;Acc:MGI:5578982]"
"ENSMUSG00000101190","Gm28274","predicted gene 28274 [Source:MGI Symbol;Acc:MGI:5578980]"
"ENSMUSG00000099942","Gm28275","predicted gene 28275 [Source:MGI Symbol;Acc:MGI:5578981]"
"ENSMUSG00000101368","Gm28290","predicted gene 28290 [Source:MGI Symbol;Acc:MGI:5578996]"
"ENSMUSG00000099682","Gm28292","predicted gene 28292 [Source:MGI Symbol;Acc:MGI:5578998]"
"ENSMUSG00000100227","Gm28291","predicted gene 28291 [Source:MGI Symbol;Acc:MGI:5578997]"
"ENSMUSG00000099456","Gm28293","predicted gene 28293 [Source:MGI Symbol;Acc:MGI:5578999]"
"ENSMUSG00000101783","Gm28698","predicted gene 28698 [Source:MGI Symbol;Acc:MGI:5579404]"
"ENSMUSG00000100089","Gm29305","predicted gene 29305 [Source:MGI Symbol;Acc:MGI:5580011]"
"ENSMUSG00000101542","Gm29303","predicted gene 29303 [Source:MGI Symbol;Acc:MGI:5580009]"
"ENSMUSG00000099509","Gm29307","predicted gene 29307 [Source:MGI Symbol;Acc:MGI:5580013]"
"ENSMUSG00000100424","Gm29557","predicted gene 29557 [Source:MGI Symbol;Acc:MGI:5580263]"
"ENSMUSG00002076770","Gm54348","predicted gene, 54348 [Source:MGI Symbol;Acc:MGI:6845176]"
"ENSMUSG00000101534","Gm29306","predicted gene 29306 [Source:MGI Symbol;Acc:MGI:5580012]"
"ENSMUSG00000100184","Gm29558","predicted gene 29558 [Source:MGI Symbol;Acc:MGI:5580264]"
"ENSMUSG00000101967","Gm29555","predicted gene 29555 [Source:MGI Symbol;Acc:MGI:5580261]"
"ENSMUSG00000101723","Gm28355","predicted gene 28355 [Source:MGI Symbol;Acc:MGI:5579061]"
"ENSMUSG00000102056","Gm28354","predicted gene 28354 [Source:MGI Symbol;Acc:MGI:5579060]"
"ENSMUSG00000099442","Gm28352","predicted gene 28352 [Source:MGI Symbol;Acc:MGI:5579058]"
"ENSMUSG00000101148","Gm28200","predicted gene 28200 [Source:MGI Symbol;Acc:MGI:5578906]"
"ENSMUSG00000101580","Gm28201","predicted gene 28201 [Source:MGI Symbol;Acc:MGI:5578907]"
"ENSMUSG00000100054","Gm28202","predicted gene 28202 [Source:MGI Symbol;Acc:MGI:5578908]"
"ENSMUSG00000100889","Gm28204","predicted gene 28204 [Source:MGI Symbol;Acc:MGI:5578910]"
"ENSMUSG00000099607","Gm28205","predicted gene 28205 [Source:MGI Symbol;Acc:MGI:5578911]"
"ENSMUSG00000100242","Gm28206","predicted gene 28206 [Source:MGI Symbol;Acc:MGI:5578912]"
"ENSMUSG00000100167","Gm28207","predicted gene 28207 [Source:MGI Symbol;Acc:MGI:5578913]"
"ENSMUSG00000100144","Gm28208","predicted gene 28208 [Source:MGI Symbol;Acc:MGI:5578914]"
"ENSMUSG00000101045","Gm29224","predicted gene 29224 [Source:MGI Symbol;Acc:MGI:5579930]"
"ENSMUSG00000101021","Gm29222","predicted gene 29222 [Source:MGI Symbol;Acc:MGI:5579928]"
"ENSMUSG00000099485","Gm29221","predicted gene 29221 [Source:MGI Symbol;Acc:MGI:5579927]"
"ENSMUSG00000099548","Gm29220","predicted gene 29220 [Source:MGI Symbol;Acc:MGI:5579926]"
"ENSMUSG00000101891","Gm29132","predicted gene 29132 [Source:MGI Symbol;Acc:MGI:5579838]"
"ENSMUSG00000100238","Gm21450","predicted gene, 21450 [Source:MGI Symbol;Acc:MGI:5434805]"
